x	y	label
13542.165322580646	6416.024193548387	81
11488.777777777777	6401.444444444444	82
13000.891891891892	6405.594594594595	83
12504.255172413794	6415.262068965517	84
12476.95223880597	6429.313432835821	85
12664.863636363636	6410.924242424242	86
12731.123456790123	6417.66049382716	87
12903.141666666666	6412.825	88
13378.315789473685	6411.350877192983	89
10673.0625	6414.5	90
12840.743478260869	6421.634782608696	91
13567.076923076924	6420.447552447553	92
12554.538461538461	6420.369230769231	93
12694.264150943396	6425.396226415094	94
12882.673267326732	6420.316831683168	95
13069.370786516854	6422.0	96
13352.159420289856	6419.710144927536	97
13395.595180722892	6430.657831325301	98
13596.48051948052	6434.067532467532	99
12752.46956521739	6425.617391304348	100
13149.424242424242	6421.909090909091	101
12411.488235294117	6427.7	102
13050.298387096775	6430.0	103
13288.539325842698	6428.191011235955	104
13369.847328244276	6428.923664122138	105
12662.81673306773	6432.235059760957	106
13424.072340425531	6432.076595744681	107
14675.0	6425.0	108
12637.766129032258	6433.056451612903	109
13184.5	6430.619047619048	110
12918.516129032258	6433.991935483871	111
12342.825301204819	6462.433734939759	112
12948.514925373134	6439.873134328358	113
14435.135416666666	6446.572916666667	114
12460.281012658228	6454.605063291139	115
12549.77108433735	6440.843373493976	116
12814.734513274336	6444.230088495575	117
12429.529896907217	6455.270103092784	118
12736.464	6441.704	119
13481.773109243697	6443.798319327731	120
11038.446808510638	6447.744680851064	121
12758.33888888889	6446.288888888889	122
12990.54918032787	6443.606557377049	123
13455.461538461539	6437.384615384615	124
13560.417391304349	6446.843478260869	125
13132.427027027026	6447.010810810811	126
12122.445887445887	6455.272727272727	127
12599.819875776397	6455.683229813664	128
13285.602150537634	6447.096774193548	129
13635.722222222223	6450.277777777777	130
12028.892857142857	6449.375	131
12860.899328859061	6454.4093959731545	132
12963.0	6455.634020618557	133
13173.126865671642	6452.194029850746	134
11994.409836065573	6452.868852459016	135
12074.669642857143	6451.580357142857	136
12540.969135802468	6459.413580246914	137
12646.667613636364	6457.519886363636	138
12908.098684210527	6457.414473684211	139
13207.426865671641	6457.8328358208955	140
12098.801762114537	6456.709251101322	141
12882.094117647059	6463.231372549019	142
13388.066666666668	6455.4125	143
13508.081395348838	6457.038759689923	144
12216.974921630093	6461.686520376175	145
12382.4200913242	6459.118721461187	146
13004.059523809523	6457.75	147
13373.703703703704	6470.074074074074	148
11977.797131147541	6476.961065573771	149
12777.940789473685	6461.618421052632	150
13354.569536423842	6462.05298013245	151
13668.058823529413	6458.794117647059	152
12190.430656934306	6472.2773722627735	153
12482.119658119658	6466.068376068376	154
13064.381355932202	6465.025423728814	155
13409.540880503144	6464.389937106918	156
12795.869158878504	6464.196261682243	157
13027.185840707965	6464.504424778761	158
12518.18320610687	6467.2900763358775	159
13133.608	6469.212	160
13278.18918918919	6466.27027027027	161
12068.736462093862	6472.848375451264	162
12143.815286624204	6470.675159235669	163
12263.880952380952	6469.380952380952	164
12569.409395973154	6468.436241610738	165
12973.42857142857	6469.683229813664	166
12002.850393700788	6473.55905511811	167
13656.467153284671	6472.678832116789	168
13683.604838709678	6471.806451612903	169
12237.708333333334	6471.902777777777	170
13196.461254612546	6478.324723247232	171
13241.741935483871	6471.440860215053	172
12042.293706293707	6476.027972027972	173
12310.176923076922	6486.484615384616	174
13307.445205479453	6477.171232876713	175
13092.924528301886	6473.207547169812	176
12634.5	6485.3125	177
12908.70588235294	6477.735294117647	178
13576.102857142858	6484.634285714285	179
12780.525835866261	6489.349544072948	180
12891.203448275863	6489.813793103448	181
13160.92868719611	6495.0388978930305	182
13229.723529411765	6491.541176470589	183
13393.866666666667	6485.2	184
13523.675925925925	6485.435185185185	185
11928.583850931676	6489.850931677019	186
12669.378378378378	6483.918918918919	187
12803.957816377171	6494.952853598015	188
13016.51724137931	6485.0344827586205	189
13097.632508833922	6497.992932862191	190
13716.072727272727	6491.915151515152	191
12745.1875	6484.895833333333	192
13465.923529411764	6491.117647058823	193
13554.24844720497	6489.490683229814	194
12519.874345549739	6496.246073298429	195
13038.670212765957	6491.159574468085	196
13607.981481481482	6490.240740740741	197
12567.98918918919	6494.1783783783785	198
12971.443089430893	6493.752032520325	199
13286.01880877743	6500.238244514107	200
13649.73076923077	6495.2692307692305	201
11887.006097560976	6502.725609756098	202
12125.825938566553	6512.815699658703	203
12172.234782608695	6504.347826086957	204
13026.142857142857	6505.333333333333	205
13731.139534883721	6504.906976744186	206
12902.701149425287	6503.770114942528	207
13245.811764705883	6506.829411764706	208
13399.430317848412	6512.677261613692	209
13496.602564102564	6504.692307692308	210
12208.855203619909	6510.3891402714935	211
11243.75	6501.625	212
11281.690954773869	6517.08040201005	213
12306.205128205129	6506.846153846154	214
12666.423076923076	6512.048076923077	215
12747.952380952382	6503.238095238095	216
13623.745098039215	6509.254901960784	217
11865.65322580645	6511.975806451613	218
12539.70588235294	6516.235294117647	219
12918.53125	6512.645833333333	220
13442.754838709678	6513.4838709677415	221
13558.18918918919	6522.09009009009	222
13660.052083333334	6511.375	223
12452.716312056738	6516.106382978724	224
12563.26923076923	6510.288461538462	225
13333.78125	6509.75	226
12424.739130434782	6512.891304347826	227
12689.044943820225	6525.59925093633	228
12808.618860510805	6524.56188605108	229
13761.741573033707	6518.179775280899	230
12259.76404494382	6520.640449438202	231
12005.536231884058	6525.840579710145	232
12508.498054474709	6525.568093385214	233
12642.979591836734	6529.657596371882	234
12709.827272727272	6522.036363636364	235
13610.4765625	6523.6328125	236
11842.308411214954	6524.327102803738	237
11888.84	6523.9	238
12051.954887218046	6525.015037593985	239
13466.466165413534	6522.338345864661	240
13496.0	6522.37037037037	241
13586.926315789473	6522.6	242
13650.194174757282	6526.271844660194	243
13785.469879518072	6527.5	244
12996.176470588236	6522.382352941177	245
13160.091603053435	6530.442748091603	246
13325.657303370786	6530.8707865168535	247
13537.776155717762	6537.104622871047	248
12980.10606060606	6528.409090909091	249
13124.421428571428	6530.742857142857	250
11817.335423197492	6541.990595611285	251
12304.444444444445	6537.444444444444	252
13243.09375	6533.875	253
13348.46	6531.11	254
13295.545454545454	6533.555555555556	255
12087.59585492228	6551.518134715026	256
13037.59677419355	6536.967741935484	257
13086.844444444445	6538.2555555555555	258
13748.418181818182	6539.809090909091	259
12521.30357142857	6549.477678571428	260
12600.93137254902	6538.911764705882	261
13396.02564102564	6535.948717948718	262
11846.27868852459	6540.401639344263	264
12470.954887218046	6542.466165413533	265
12664.377777777778	6539.7444444444445	266
12824.434426229509	6541.622950819672	267
13268.933035714286	6543.59375	268
13662.34328358209	6544.6567164179105	269
11901.152542372882	6546.364406779661	270
13804.564102564103	6541.384615384615	271
12750.139784946237	6546.290322580645	272
12323.33082706767	6553.037593984963	273
12807.014778325123	6551.931034482759	274
13356.0	6547.975	275
13633.054852320674	6557.0928270042195	276
11783.188679245282	6562.229559748428	277
11919.619047619048	6553.511904761905	278
12694.454545454546	6553.072727272727	279
12881.052083333334	6550.1875	280
13131.165975103735	6555.539419087137	281
11949.65	6557.575	282
11969.20792079208	6550.633663366337	283
12552.27868852459	6551.94262295082	284
13709.529411764706	6549.64705882353	285
12775.877777777778	6557.329629629629	286
13156.56811594203	6560.83768115942	287
12111.386740331493	6559.900552486188	288
13042.92824074074	6565.458333333333	289
13061.278481012658	6556.164556962025	290
13495.29292929293	6556.636363636364	291
13859.17880794702	6561.685430463576	292
13308.59217877095	6562.787709497206	293
13518.28806584362	6560.197530864198	294
13767.72131147541	6562.377049180328	295
12025.058823529413	6564.31512605042	296
12153.834210526316	6576.418421052632	297
12338.990099009901	6575.89603960396	298
12609.44366197183	6575.356807511737	299
12843.406779661016	6559.033898305085	300
12891.63125	6572.983333333334	301
13089.089552238805	6560.1567164179105	302
13289.872727272726	6559.945454545455	303
13548.09385665529	6569.78156996587	304
14714.666666666666	6558.777777777777	305
11182.636363636364	6557.363636363636	306
13657.0	6563.296875	307
13842.660714285714	6566.875	308
12574.474137931034	6566.370689655172	309
13110.405555555555	6566.555555555556	310
13199.558252427185	6568.116504854369	311
11750.491749174918	6573.102310231023	312
12054.742857142857	6567.171428571429	313
12752.405660377359	6565.66037735849	314
13374.4	6558.4	315
13683.146551724138	6567.560344827586	316
13796.658653846154	6569.278846153846	317
12711.158878504673	6571.355140186916	318
13890.598484848484	6569.583333333333	319
12129.081632653062	6569.326530612245	320
12192.29365079365	6571.611111111111	321
13371.177966101695	6573.9152542372885	322
12000.18125	6578.4875	323
12269.813559322034	6576.661016949152	324
12869.880952380952	6570.4047619047615	325
11914.978494623656	6576.876344086021	326
12977.923076923076	6571.907692307693	327
13416.855319148935	6584.534042553191	328
13608.5625	6572.6	329
11724.538461538461	6579.3	330
11797.595238095239	6576.309523809524	331
12519.247191011236	6576.539325842697	332
13241.081545064379	6580.420600858369	333
13648.14358974359	6580.902564102564	334
13675.949843260189	6587.880877742947	335
13778.69300911854	6590.823708206687	336
11957.621794871795	6583.384615384615	337
13085.844155844155	6575.714285714285	338
13737.657718120805	6578.832214765101	339
12637.56338028169	6586.056338028169	340
13139.914425427873	6588.430317848411	341
11703.578651685393	6589.483146067416	342
11882.842105263158	6584.361842105263	343
12104.438016528926	6582.702479338843	344
12917.338842975207	6590.818181818182	345
12372.062146892655	6589.079096045198	346
12447.035714285714	6594.130952380952	347
13160.597597597598	6595.444444444444	348
13720.070175438597	6585.789473684211	349
13760.319587628866	6582.257731958763	350
13831.70202020202	6605.883838383838	351
12254.8	6579.48	352
12308.675925925925	6588.907407407408	353
12847.479041916167	6590.281437125748	354
12477.058823529413	6588.578431372549	355
12995.90776699029	6592.514563106796	356
13043.43113772455	6586.760479041916	357
13462.612676056338	6590.2535211267605	358
13918.054054054053	6587.540540540541	359
11775.536231884058	6595.16425120773	360
12348.218543046358	6596.569536423841	361
13012.977528089888	6589.101123595506	362
13332.757352941177	6593.404411764706	363
13799.900497512437	6591.975124378109	364
13890.784482758621	6589.310344827586	365
12031.103542234332	6601.237057220708	366
12557.300653594772	6592.385620915033	367
12655.5234375	6592.921875	368
12694.751937984496	6593.294573643411	369
13569.441176470587	6602.431372549019	370
12082.030303030304	6601.352272727273	371
12812.350746268658	6600.55223880597	372
12892.421052631578	6598.5730994152045	373
13281.762962962963	6602.477777777778	374
11667.754098360656	6608.426229508197	375
11734.607142857143	6598.761904761905	376
11755.416666666666	6608.053921568628	377
13646.920634920634	6613.050793650794	378
11808.790697674418	6602.162790697675	379
13926.698237885463	6610.539647577092	380
13665.358823529412	6611.582352941176	381
12522.706896551725	6606.146551724138	382
13028.173611111111	6607.3125	383
12540.980198019803	6606.089108910891	384
12615.091549295774	6608.957746478874	385
13553.517110266159	6619.003802281369	386
12178.908571428572	6619.931428571429	387
12776.658385093167	6611.83850931677	388
13197.9898989899	6610.323232323232	389
13355.347826086956	6607.478260869565	390
13419.219135802468	6616.901234567901	391
11060.827586206897	6608.0344827586205	392
11111.645669291338	6616.834645669292	393
11704.734693877552	6613.6122448979595	394
11785.826086956522	6619.489130434783	395
11869.460076045627	6629.794676806084	396
12237.4921875	6615.8515625	397
12507.1875	6613.9375	398
12705.601374570446	6616.5807560137455	399
12267.907692307692	6615.123076923077	400
12442.898305084746	6623.5694915254235	401
12581.624	6626.646	402
12680.693181818182	6613.579545454545	403
12816.564655172413	6620.577586206897	404
12880.885106382979	6619.434042553192	405
13684.13782051282	6624.375	406
13898.950495049505	6616.683168316832	407
12056.859154929578	6620.103286384977	408
12846.471264367816	6616.149425287356	409
13235.513513513513	6615.013513513513	410
13795.45652173913	6618.195652173913	411
11806.935064935065	6622.363636363636	412
11852.81914893617	6620.882978723404	413
12386.757731958764	6624.938144329897	414
12738.630727762804	6629.393530997305	415
13125.538461538461	6614.076923076923	416
13780.241379310344	6618.793103448276	417
11898.382513661201	6625.508196721312	418
12102.152542372882	6627.135593220339	419
12214.222222222223	6622.188034188034	420
12759.900497512437	6624.9900497512435	421
11832.431818181818	6620.090909090909	422
11951.933333333332	6631.9944444444445	423
13154.29012345679	6621.864197530864	424
13300.281481481481	6627.288888888889	425
13850.340989399294	6640.206713780919	426
12555.876543209877	6627.246913580247	427
11630.445595854922	6633.746113989638	428
12256.5625	6625.125	429
12662.109589041096	6626.808219178082	430
12928.775	6633.183333333333	431
13942.41214057508	6632.140575079872	432
13983.724489795919	6635.272108843537	433
10853.5	6624.166666666667	434
12677.013698630137	6630.267123287671	435
13061.811059907834	6643.488479262673	436
13569.854748603351	6634.63687150838	437
12540.530769230769	6634.023076923077	438
13088.378151260504	6633.605042016807	439
13901.586854460094	6637.361502347418	440
13372.2	6636.731428571428	441
13795.956140350878	6636.4473684210525	442
12069.543307086615	6637.7322834645665	443
12720.359550561798	6643.683146067416	445
13137.017647058823	6646.120588235294	446
13446.194174757282	6637.456310679611	447
13660.116438356165	6640.595890410959	448
13241.965277777777	6651.538194444444	449
13409.197969543147	6641.010152284264	450
13429.425233644859	6645.093457943925	451
13623.573170731708	6637.134146341464	452
11700.176	6643.352	453
11726.039772727272	6643.744318181818	454
12815.309322033898	6651.402542372882	455
13778.093023255815	6644.325581395349	456
13917.728971962617	6643.177570093458	457
11602.911602209944	6647.513812154696	458
12042.825688073395	6645.706422018348	459
12222.277777777777	6646.623456790124	460
13340.626315789474	6646.38947368421	461
13656.247464503043	6663.922920892495	462
13179.712121212122	6647.219696969697	463
13525.073170731708	6646.162601626016	464
12499.069444444445	6646.763888888889	465
12772.589586523736	6663.076569678407	466
13584.78804347826	6657.201086956522	467
13693.188	6649.416	468
13957.05238095238	6648.695238095238	469
11772.722222222223	6652.736111111111	470
12109.618181818181	6647.072727272727	471
12196.302631578947	6655.243421052632	472
11930.0	6664.932624113475	473
13392.191066997519	6661.3399503722085	474
13841.424242424242	6670.0	475
11888.538095238095	6658.366666666667	476
12448.220183486239	6655.844036697248	477
12590.337563451776	6666.3045685279185	478
12638.79646017699	6654.33628318584	479
12666.20353982301	6655.159292035398	480
13622.765765765766	6654.828828828829	481
14027.869841269841	6665.346031746032	482
11590.28038897893	6668.813614262561	483
12131.188811188811	6657.44055944056	484
12567.74061433447	6664.01023890785	485
13188.899598393575	6660.5140562249	486
13213.328267477204	6663.449848024316	487
13714.40415704388	6667.877598152425	488
13806.114942528735	6657.850574712644	489
12387.596899224805	6659.558139534884	490
13757.27687296417	6666.013029315961	491
13792.288	6659.424	492
11790.402542372882	6669.546610169492	493
12154.344086021505	6661.086021505376	494
12473.358974358975	6664.902564102564	495
12746.223214285714	6664.879464285715	496
13900.320610687022	6662.045801526718	497
13926.486111111111	6665.506944444444	498
11714.467248908297	6665.144104803493	499
11822.35737704918	6672.196721311476	500
12241.036764705883	6673.073529411765	501
12496.983388704319	6666.90365448505	502
12719.111111111111	6659.601851851852	503
12838.570621468927	6668.209039548023	504
11853.659259259259	6668.644444444444	505
12269.082352941177	6676.823529411765	506
12338.728682170542	6664.139534883721	507
12361.547619047618	6667.976190476191	508
13046.866666666667	6666.216666666666	509
13873.142857142857	6666.979166666667	510
11662.297619047618	6670.0297619047615	511
12042.163793103447	6664.939655172414	512
12856.678111587982	6668.261802575107	513
13496.070588235294	6665.235294117647	514
12943.718446601943	6669.699029126214	515
13429.86607142857	6669.424107142857	516
11981.493421052632	6672.582236842105	517
12541.98051948052	6672.012987012987	518
11769.549815498154	6680.568265682657	519
13413.633986928104	6673.653594771242	520
13852.389121338912	6680.117154811715	521
12094.285714285714	6670.142857142857	522
12174.529411764706	6671.0	523
12616.60425531915	6678.604255319149	524
13734.108108108108	6673.094594594595	525
13983.677966101695	6675.449152542373	526
12073.742857142857	6678.317857142857	527
12311.427536231884	6678.152173913043	528
12810.127659574468	6672.521276595745	529
13229.725806451614	6676.096774193548	530
13263.491039426523	6679.247311827957	531
13599.917127071823	6676.53591160221	532
13792.167597765363	6678.446927374302	533
14007.691588785046	6676.130841121495	534
11647.531914893618	6679.234042553191	535
11734.005586592179	6684.558659217877	536
12131.077922077922	6675.2467532467535	537
12334.595918367348	6685.90612244898	538
12559.201492537313	6685.104477611941	539
12823.423913043478	6678.260869565217	540
13569.77037037037	6682.081481481481	541
13632.41884816754	6683.0366492146595	542
11550.985632183909	6688.586206896552	543
12046.95061728395	6682.024691358025	544
12204.463235294117	6682.10294117647	545
13894.517857142857	6687.638392857143	546
10319.076923076924	6680.076923076923	547
11625.681818181818	6682.238636363636	548
12867.691780821919	6687.541095890411	549
13376.431578947368	6691.1973684210525	550
14048.450980392157	6688.830065359477	551
13555.411764705883	6682.411764705882	552
13587.125628140704	6690.472361809046	553
13676.138888888889	6692.794444444445	554
13807.614457831325	6696.8674698795185	555
11605.89705882353	6688.75	556
12451.310880829016	6692.274611398963	557
12774.441064638784	6691.015209125475	558
12989.13966480447	6692.324022346369	559
13214.917322834646	6691.354330708661	560
13284.974025974027	6692.331168831169	561
13470.153846153846	6686.538461538462	562
13750.383783783784	6692.967567567567	563
12716.211111111112	6690.366666666667	564
13121.43537414966	6691.292517006803	565
13253.324758842444	6695.983922829582	566
11679.93023255814	6693.069767441861	567
12176.293706293707	6697.244755244756	568
12500.956790123457	6697.0	569
13166.318327974277	6697.958199356914	570
13408.033018867925	6696.669811320755	571
13428.68992248062	6693.751937984496	572
13733.85606060606	6697.704545454545	573
11855.990196078432	6696.3725490196075	574
12601.569230769232	6696.761538461538	575
12831.850828729283	6697.259668508287	576
13971.630136986301	6694.287671232877	577
12144.728571428572	6700.890476190476	578
12524.273255813954	6698.610465116279	579
13316.790645879733	6705.563474387528	580
11653.834710743802	6696.876033057852	581
12072.541666666666	6700.972222222223	582
12197.61344537815	6700.915966386555	583
12305.0	6713.75	584
14063.380952380952	6700.314285714286	585
12255.27966101695	6703.516949152542	586
12318.257142857143	6706.895238095238	587
12566.7343358396	6711.736842105263	588
13438.275938189845	6711.154525386313	589
13841.0	6704.375	590
13634.876	6711.656	591
13654.85436893204	6711.4320388349515	592
13783.44	6707.7225	593
13854.683720930232	6703.995348837209	594
11504.113382899628	6723.25092936803	595
11628.326388888889	6713.409722222223	596
12165.087912087913	6706.428571428572	597
13044.164634146342	6709.073170731707	598
13206.204697986577	6710.097315436242	599
13595.966887417218	6707.920529801325	600
14080.808743169398	6713.770491803279	601
11980.82	6704.78	602
12900.82905982906	6712.102564102564	603
13298.935622317596	6713.643776824034	604
13348.827450980392	6713.949019607843	605
13577.145038167939	6714.900763358779	606
11536.887804878048	6712.014634146341	607
11575.602564102564	6718.041666666667	608
11598.901639344262	6709.573770491803	609
12537.091836734693	6709.938775510204	610
13392.841101694916	6720.074152542373	611
13456.738372093023	6715.662790697675	612
13500.281899109792	6716.952522255193	613
13909.190476190477	6708.630952380952	614
11826.40837696335	6714.010471204188	615
11904.044247787611	6712.265486725663	616
12028.94642857143	6713.160714285715	617
12383.367088607594	6713.835443037975	618
13138.529411764706	6711.504201680672	619
13279.047619047618	6716.523809523809	620
13549.965986394558	6714.3877551020405	621
13670.816964285714	6718.245535714285	622
11946.151685393259	6714.938202247191	623
12615.905349794239	6723.082304526749	624
12644.927419354839	6714.879032258064	625
13472.469879518072	6718.012048192771	626
13533.959731543624	6716.812080536913	627
11852.524752475247	6715.544554455446	628
12349.468531468532	6715.664335664335	629
12491.701657458563	6715.784530386741	630
13178.255813953489	6715.220930232558	631
13239.50144092219	6719.475504322767	632
14537.125	6726.291666666667	633
11707.444444444445	6718.308641975309	634
12778.492753623188	6719.289855072464	635
12869.247933884297	6718.371900826446	636
12995.323308270677	6719.007518796992	637
13411.402173913044	6716.228260869565	638
14044.931034482759	6716.3448275862065	639
11726.646864686469	6723.729372937294	640
11889.5	6727.180555555556	641
12012.565217391304	6722.341614906833	642
11785.370860927153	6722.417218543046	643
12525.574534161491	6725.891304347826	644
13026.883561643835	6724.04794520548	645
13124.378787878788	6723.598484848485	646
13561.751879699248	6726.112781954887	647
13983.864734299517	6731.763285024154	648
11476.657407407407	6733.013888888889	649
11599.075757575758	6723.121212121212	650
12108.378205128205	6726.903846153846	651
13164.54609929078	6723.085106382979	652
13372.05325443787	6728.443786982249	653
13059.505376344086	6725.784946236559	654
13602.994505494506	6730.0329670329675	655
13782.933789954337	6730.730593607306	656
13908.150537634408	6728.913978494624	657
12085.786516853932	6726.247191011236	658
13203.163742690058	6738.6140350877195	659
12911.139534883721	6729.709302325581	660
13105.144927536232	6727.666666666667	661
14126.26837060703	6734.626198083067	662
11965.892561983472	6735.421487603306	663
11678.964285714286	6738.7040816326535	664
11849.398230088496	6733.0	665
12360.522522522522	6735.054054054054	666
11558.925925925925	6740.155555555555	667
11642.649484536083	6738.979381443299	668
11757.442307692309	6736.1057692307695	669
13101.337719298246	6746.3026315789475	670
11792.432835820895	6743.895522388059	671
11907.855614973261	6740.27807486631	672
11941.242603550296	6737.87573964497	673
12165.367149758455	6741.647342995169	674
12326.936170212766	6739.737588652482	675
12803.10465116279	6737.406976744186	676
12875.938775510203	6738.3877551020405	677
12928.266846361186	6744.234501347709	678
13246.358024691359	6739.407407407408	679
13331.498392282958	6746.993569131832	680
13455.45945945946	6740.209459459459	681
13470.98076923077	6737.2307692307695	682
13504.758241758242	6739.280219780219	683
13528.214285714286	6738.733333333334	684
12592.024096385541	6745.656626506024	685
13583.05298013245	6739.76821192053	686
13622.091836734693	6738.969387755102	687
13657.867961165048	6746.097087378641	688
11615.116438356165	6746.219178082192	689
12123.236363636364	6742.081818181819	690
12555.736196319018	6745.619631901841	691
12747.425531914894	6742.877659574468	692
11728.844444444445	6741.477777777778	693
12008.83908045977	6745.80459770115	694
12050.848648648649	6756.027027027027	695
12308.051020408164	6752.34693877551	696
13025.245098039215	6742.774509803921	697
13162.507836990595	6745.724137931034	698
13302.163179916319	6746.309623430962	699
13384.056179775282	6749.960674157303	700
13927.850374064838	6757.044887780548	701
14032.385382059801	6757.253599114064	702
14104.264705882353	6742.617647058823	703
11575.710843373494	6750.108433734939	704
11980.385026737968	6748.957219251337	705
12230.509036144578	6749.3825301204815	706
12342.244897959185	6750.639455782313	708
13567.581560283688	6747.482269503546	709
11458.74107142857	6748.6875	710
12140.0	6749.184782608696	711
12491.984	6755.16	712
13128.907534246575	6751.578767123287	713
13189.075	6746.9	714
13427.802197802197	6751.368131868132	715
13543.161538461538	6749.446153846154	716
13597.28806584362	6753.3456790123455	717
10997.166666666666	6748.222222222223	718
11697.16560509554	6757.146496815287	719
12372.398058252427	6749.57281553398	720
12468.787974683544	6753.984177215189	721
12709.354838709678	6751.784946236559	722
13355.992957746479	6751.802816901409	723
13783.70297029703	6756.1064356435645	724
13852.68817204301	6748.956989247312	725
13901.263157894737	6761.401913875598	726
11820.465437788018	6755.783410138249	727
12509.768072289156	6762.084337349397	728
12632.473282442748	6754.366412213741	729
12529.694736842106	6758.063157894737	730
12949.677290836653	6758.597609561753	731
13494.549707602338	6758.959064327485	732
11427.394366197183	6764.234741784037	733
11468.379912663755	6760.279475982533	734
11757.781725888324	6760.340101522843	735
12025.328125	6755.0625	736
12085.744186046511	6754.220930232558	737
13041.878318584071	6763.745575221239	738
14081.58024691358	6761.650205761317	739
11488.24630541872	6765.738916256158	740
11881.170731707318	6755.512195121952	741
11947.08849557522	6755.796460176991	742
12357.759615384615	6759.817307692308	743
13471.977272727272	6756.636363636364	744
13672.302839116719	6764.148264984227	745
12745.300884955752	6762.982300884956	746
13454.074074074075	6758.62037037037	747
14162.754385964912	6761.93567251462	748
11629.202247191011	6762.179775280899	749
11910.801886792453	6767.495283018868	750
12120.42071197411	6770.466019417476	751
12243.772532188841	6767.7081545064375	752
12265.97950819672	6772.086065573771	753
12695.303630363036	6768.448844884489	754
13956.882978723404	6761.202127659574	755
11718.638554216868	6764.084337349397	756
13106.489130434782	6764.576086956522	758
13197.125	6767.956896551724	759
13708.813253012047	6770.289156626506	760
14142.441176470587	6759.029411764706	761
12833.881481481481	6767.044444444445	762
13076.116822429907	6766.607476635514	763
13765.716049382716	6767.543209876543	764
13016.898132427843	6783.524617996604	765
13572.507874015748	6772.952755905511	766
13606.90350877193	6766.1140350877195	767
13627.038461538461	6770.399038461538	768
14014.683615819209	6776.762711864407	769
11394.04054054054	6774.0878378378375	770
11859.972677595628	6772.6557377049185	771
12590.612068965518	6768.870689655172	772
12640.7	6776.788461538462	773
12727.513513513513	6767.216216216216	774
12989.976127320955	6773.2917771883285	775
12189.302521008403	6774.634453781513	776
12953.434285714286	6777.862857142857	777
13125.131578947368	6770.877192982456	778
13219.008695652174	6769.930434782608	779
11973.274774774774	6780.864864864865	780
13510.368421052632	6773.19298245614	781
14101.001589825119	6789.25119236884	782
11612.98347107438	6775.710743801653	783
12457.576354679803	6777.8078817733995	784
12530.840336134454	6784.955182072829	785
12804.21301775148	6793.224852071006	786
13304.583333333334	6778.288888888889	787
13441.0	6776.318518518518	788
11375.754901960785	6779.78431372549	789
12003.012903225806	6779.787096774194	790
12439.704918032787	6779.745901639344	791
14119.061728395061	6774.901234567901	792
11587.684210526315	6779.210526315789	793
11888.61170212766	6782.893617021276	794
13733.932038834952	6778.650485436893	795
13805.175141242938	6787.186440677966	796
13881.142857142857	6778.255102040816	797
